,Customer_ID,First_Name,Last_Name,Year_Birth,Education,Major,Income,Date_Enrolled,Days_Since_Last_Cohort,Amount_Spent_On_Courses,Amount_Spent_on_Books,Minutes_Spent_on_Headstarter,Questions_Completed,Videos_Watched,Minutes_Spent_Coding,Email_Opens,Num_Courses_Purchased,Number_of_Students_Referred,Site_Visits_Per_Month,Average_Teammate_Rating,Cohorts_Participated_In,Highest_Leaderboard_Rank,Complain,Headstarter_Rating,Probability_Of_Getting_Offer
150,3830,Nancy,Hale,1953,Masters,Cyber Security,106837.2,2014-04-24,59,523.0,25.0,74.0,214.0,18.0,77.0,4,7.0,7,9.0,6.57,4,317.0,0,5,8.6
151,7987,Hannah,Gomez,1969,Bachelors,Law,105195.20000000001,2014-07-03,96,263.0,11.0,15.0,103.0,2.0,20.0,8,0.0,6,7.0,8.6,2,418.0,0,8,5.0
152,7798,Joseph,Davis,1972,High School,Marketing,9268.800000000001,2012-12-14,28,299.0,27.0,50.0,167.0,6.0,29.0,7,1.0,5,18.0,5.58,4,409.0,0,9,7.6
153,92,Maureen,Parker,1988,Bachelors,Computer Science,54681.600000000006,2014-12-05,12,7.0,12.0,43.0,73.0,4.0,19.0,3,0.0,4,15.0,6.07,3,537.0,0,8,3.4
154,7055,Ricky,Brown,1952,PhD,Computer Science,122020.0,2012-09-10,57,1301.0,0.0,102.0,174.0,10.0,45.0,8,6.0,11,13.0,7.7,3,272.0,0,5,9.4
155,10240,Melanie,Jones,1949,Bachelors,Computer Science,110995.20000000001,2013-02-19,10,1461.0,44.0,483.0,820.0,46.0,216.0,10,4.0,6,10.0,8.93,1,290.0,0,5,29.1
156,3025,Pamela,Ramos,1958,Bachelors,Computer Science,79947.20000000001,2013-08-07,4,311.0,10.0,124.0,210.0,11.0,55.0,6,1.0,5,18.0,4.73,2,291.0,0,6,5.6
157,9283,Holly,Thomas,1978,Bachelors,Computer Science,96318.40000000001,2013-12-09,49,12.0,2.0,13.0,21.0,0.0,5.0,0,0.0,3,10.0,7.01,3,518.0,0,9,0.9
158,9970,Morgan,Smith,1977,Bachelors,Computer Science,88600.0,2013-10-17,3,62.0,19.0,102.0,174.0,10.0,45.0,1,1.0,6,5.0,9.21,4,510.0,0,8,4.4
159,2730,Joel,Anderson,1955,Bachelors,Finance,128507.20000000001,2013-08-20,64,929.0,14.0,235.0,579.0,37.0,100.0,3,3.0,10,2.0,9.41,2,308.0,0,9,24.9
160,2795,Vincent,Benson,1958,Masters,Cyber Security,54941.4,2013-01-07,0,9.0,0.0,3.0,8.0,0.0,2.0,1,0.0,2,21.0,9.23,2,437.0,0,6,0.8
161,9260,Crystal,Gonzalez,1945,PhD,Finance,140712.0,2012-05-11,20,2338.0,21.0,151.0,373.0,24.0,64.0,10,5.0,9,12.0,8.44,4,348.0,0,7,27.3
162,8182,Shannon,Haas,1984,Bachelors,Computer Science,37164.8,2014-05-01,91,78.0,5.0,88.0,149.0,8.0,39.0,3,0.0,4,20.0,4.02,3,447.0,0,6,2.3
163,10095,Amy,Arias,1975,PhD,Computer Science,148330.0,2013-01-05,9,1467.0,20.0,431.0,732.0,42.0,193.0,5,4.0,10,5.0,9.81,4,425.0,0,9,16.4
165,4370,Richard,Peterson,1966,Bachelors,Computer Science,69571.2,2013-11-13,83,26.0,2.0,57.0,98.0,6.0,26.0,2,0.0,4,15.0,7.34,4,405.0,0,8,3.1
166,10573,Melissa,Fuentes,1953,Bachelors,Pre-Med,100081.6,2013-11-18,27,182.0,28.0,116.0,274.0,16.0,88.0,6,10.0,4,8.0,6.42,2,473.0,0,8,7.5
167,3712,Jacob,Reed,1959,Bachelors,Computer Science,83731.20000000001,2013-08-28,63,311.0,8.0,59.0,101.0,6.0,26.0,3,2.0,6,10.0,5.25,3,380.0,0,7,4.1
168,6637,Roger,Durham,1988,Bachelors,Marketing,107121.6,2013-02-11,46,355.0,221.0,267.0,894.0,33.0,156.0,3,4.0,7,3.0,6.4,3,189.0,0,8,27.9
169,3152,Lisa,Smith,1957,Bachelors,Computer Science,41745.600000000006,2014-02-25,84,22.0,17.0,34.0,58.0,3.0,14.0,2,1.0,3,13.0,9.51,4,486.0,0,7,1.9
170,5610,Kyle,Long,1965,Bachelors,Computer Science,53529.600000000006,2014-04-21,58,10.0,5.0,18.0,30.0,1.0,8.0,1,0.0,3,18.0,5.98,3,406.0,0,8,1.0
171,6460,Juan,Williams,1982,Bachelors,Marketing,45948.8,2013-07-13,78,15.0,5.0,5.0,18.0,0.0,3.0,2,0.0,3,21.0,4.38,3,398.0,0,5,1.1
172,1349,Joshua,Nelson,1970,Bachelors,Computer Science,80715.20000000001,2014-04-21,4,125.0,12.0,43.0,73.0,4.0,19.0,3,1.0,3,15.0,4.37,2,305.0,0,9,3.8
173,1880,Jacob,Harris,1959,PhD,Computer Science,107074.0,2014-01-30,17,119.0,0.0,11.0,18.0,0.0,5.0,2,1.0,3,13.0,5.86,1,557.0,0,9,0.5
174,641,Tracy,Perez,1967,Bachelors,Computer Science,83318.40000000001,2014-04-04,77,86.0,0.0,22.0,37.0,1.0,10.0,2,2.0,2,10.0,4.82,2,408.0,0,7,1.7
175,8717,Marcus,Carroll,1975,PhD,Marketing,160854.0,2012-12-09,56,1474.0,97.0,393.0,1316.0,48.0,230.0,11,7.0,8,13.0,9.86,3,316.0,0,7,34.8
176,10314,Gregory,Martinez,1948,PhD,Computer Science,167674.0,2012-12-16,79,1241.0,111.0,214.0,363.0,19.0,95.0,9,11.0,5,10.0,5.65,2,226.0,0,9,25.5
177,10854,Nicholas,Williams,1970,PhD,Cyber Security,77706.0,2014-05-23,90,51.0,0.0,13.0,38.0,2.0,14.0,2,0.0,3,21.0,5.35,3,384.0,0,7,0.9
178,10492,Paul,Thompson,1959,Bachelors,Computer Science,61256.0,2014-06-24,96,3.0,0.0,9.0,15.0,0.0,3.0,0,0.0,3,5.0,5.98,1,407.0,0,8,0.0
179,6935,Christina,Mcclure,1951,High School,Computer Science,15699.400000000001,2013-01-12,44,303.0,44.0,803.0,1363.0,76.0,359.0,5,8.0,12,5.0,9.35,2,272.0,0,7,22.1
180,7698,Catherine,Chambers,1976,PhD,Computer Science,103300.0,2014-11-05,81,223.0,5.0,40.0,67.0,3.0,18.0,4,1.0,4,13.0,7.57,1,442.0,0,7,2.8
181,3559,Maria,Hernandez,1988,High School,Computer Science,3249.6000000000004,2014-10-05,77,18.0,19.0,18.0,30.0,1.0,8.0,2,1.0,3,15.0,5.42,2,315.0,0,8,1.4
182,10562,Kelly,Harrison,1946,Masters,Finance,120303.0,2013-09-28,21,1074.0,34.0,118.0,292.0,18.0,50.0,6,3.0,13,4.0,5.78,1,417.0,0,6,18.0
183,10796,Linda,Chaney,1984,Masters,Finance,54858.6,2014-01-22,16,81.0,1.0,4.0,9.0,0.0,2.0,1,1.0,3,12.0,7.89,3,395.0,0,9,0.9
184,2563,James,Marquez,1961,In-College,Computer Science,36723.700000000004,2014-06-15,80,44.0,15.0,63.0,21.0,0.0,5.0,2,0.0,3,15.0,8.21,4,455.0,0,5,1.9
185,3518,Nicholas,Reid,1983,Bachelors,Computer Science,40433.600000000006,2012-05-12,45,15.0,2.0,32.0,55.0,3.0,14.0,1,1.0,2,23.0,7.54,4,441.0,0,6,1.7
186,5823,Robert,Rogers,1970,PhD,Computer Science,64606.0,2014-08-03,63,51.0,0.0,4.0,6.0,0.0,2.0,1,0.0,4,13.0,7.47,3,328.0,0,8,0.9
187,3934,Jamie,Davis,1966,Bachelors,Computer Science,98057.6,2013-02-08,34,522.0,0.0,192.0,326.0,18.0,85.0,7,1.0,8,13.0,7.93,2,284.0,0,8,15.6
188,6982,William,Adkins,1976,Bachelors,Computer Science,118508.8,2013-03-19,14,1147.0,50.0,964.0,1637.0,93.0,431.0,4,11.0,9,5.0,6.76,3,268.0,0,5,40.1
189,6431,Jeremy,Torres,1964,PhD,Computer Science,91518.0,2013-02-23,13,62.0,2.0,32.0,55.0,3.0,14.0,2,0.0,3,18.0,4.39,2,408.0,0,6,1.4
190,9733,Megan,Burnett,1978,In-College,Finance,32346.600000000002,2012-09-09,52,52.0,5.0,30.0,15.0,6.0,3.0,1,1.0,2,12.0,8.43,4,291.0,0,7,2.9
191,5602,Ricky,Ramirez,1989,PhD,Computer Science,133946.0,2013-05-17,98,683.0,37.0,776.0,1317.0,75.0,348.0,8,8.0,12,8.0,7.25,2,221.0,0,7,35.9
192,7829,John,Jackson,1900,High School,Computer Science,7328.0,2013-09-26,99,22.0,10.0,14.0,24.0,1.0,6.0,2,1.0,2,13.0,7.72,2,324.0,1,6,1.8
193,1324,Robert,Gutierrez,1988,Bachelors,Computer Science,62195.200000000004,2013-05-30,93,34.0,5.0,38.0,64.0,3.0,16.0,3,0.0,3,20.0,5.1,4,426.0,0,6,3.0
194,326,Amanda,Sanders,1973,Bachelors,Computer Science,81836.8,2013-02-18,38,344.0,10.0,81.0,137.0,7.0,35.0,5,1.0,6,15.0,4.71,4,464.0,0,5,3.9
195,7224,Jennifer,Lee,1977,Bachelors,Cyber Security,50164.8,2013-12-29,24,18.0,0.0,9.0,27.0,2.0,10.0,1,2.0,2,24.0,8.65,4,405.0,0,5,0.9
196,6999,Aaron,Stanley,1980,Masters,Marketing,125389.8,2014-05-13,80,841.0,22.0,93.0,311.0,11.0,54.0,7,3.0,12,8.0,9.07,3,398.0,0,5,13.3
197,9938,Bethany,Black,1954,Bachelors,Computer Science,128107.20000000001,2013-09-19,82,761.0,29.0,1460.0,2479.0,140.0,654.0,4,7.0,6,5.0,8.33,4,123.0,0,5,46.4
198,6422,Alicia,Gonzalez,1954,Bachelors,Computer Science,138748.80000000002,2013-01-17,20,504.0,318.0,865.0,1470.0,83.0,388.0,5,7.0,5,5.0,6.47,3,306.0,0,9,31.9
199,3182,James,Dyer,1973,PhD,Pre-Med,93708.0,2014-03-31,81,140.0,2.0,94.0,221.0,12.0,70.0,5,1.0,3,22.0,7.23,2,378.0,0,9,7.0
200,7300,Thomas,Gonzalez,1952,Bachelors,Finance,110627.20000000001,2014-06-29,50,776.0,5.0,21.0,51.0,3.0,9.0,8,1.0,7,10.0,7.48,4,492.0,0,6,8.7
201,10424,Thomas,Compton,1968,Bachelors,Computer Science,121475.20000000001,2013-09-12,60,388.0,232.0,993.0,1686.0,96.0,444.0,4,4.0,9,3.0,4.49,3,232.0,0,8,41.5
202,8727,Christina,Gonzalez,1978,Bachelors,Finance,101908.8,2013-10-14,63,1017.0,56.0,205.0,504.0,32.0,87.0,11,5.0,9,12.0,9.15,3,237.0,0,7,25.5
203,2798,Mario,Mccarty,1977,PhD,Computer Science,204320.0,2012-02-11,54,1118.0,49.0,248.0,421.0,24.0,111.0,7,10.0,10,10.0,4.81,4,361.0,0,8,25.8
204,1030,Jenna,Vincent,1965,PhD,Finance,81274.0,2013-07-17,72,38.0,0.0,8.0,19.0,1.0,3.0,1,0.0,3,14.0,6.49,3,428.0,0,5,1.0
205,624,Daniel,Donovan,1984,Masters,Finance,34002.0,2012-10-11,5,10.0,5.0,1.0,1.0,0.0,0.0,0,1.0,2,12.0,8.78,1,472.0,0,5,0.7
206,5176,Cynthia,Stevens,1988,Bachelors,Computer Science,47366.4,2013-08-12,88,10.0,10.0,23.0,40.0,1.0,10.0,1,0.0,3,23.0,9.39,4,544.0,0,5,1.3
207,5552,Jaclyn,Davis,1963,Masters,Computer Science,87697.8,2013-05-13,50,119.0,30.0,203.0,345.0,19.0,90.0,4,2.0,5,15.0,4.89,1,265.0,0,8,6.0
208,868,Kristina,Sanchez,1966,Bachelors,Computer Science,71670.40000000001,2014-08-06,99,79.0,0.0,13.0,21.0,0.0,5.0,2,0.0,3,15.0,7.57,1,576.0,0,8,0.9
209,380,Charles,Thomas,1954,Bachelors,Computer Science,103195.20000000001,2012-10-09,17,1715.0,81.0,575.0,976.0,56.0,258.0,11,4.0,9,20.0,6.41,4,196.0,0,6,38.3
210,2677,Jonathan,Cook,1956,Bachelors,Marketing,73755.2,2013-03-31,11,92.0,33.0,60.0,199.0,7.0,35.0,3,1.0,6,10.0,5.92,1,447.0,0,9,5.8
211,6521,Victor,Mendoza,1954,Bachelors,Cyber Security,124755.20000000001,2014-03-18,18,1086.0,26.0,301.0,876.0,78.0,313.0,4,11.0,9,3.0,6.72,3,342.0,0,8,20.7
212,6927,Derek,Sherman,1968,PhD,Computer Science,88754.0,2012-05-10,70,328.0,0.0,54.0,91.0,4.0,24.0,5,1.0,5,20.0,4.48,3,441.0,0,8,3.9
213,2877,Kevin,Scott,1974,Masters,Cyber Security,82825.2,2013-01-21,21,726.0,0.0,56.0,162.0,14.0,57.0,7,2.0,8,21.0,4.75,4,439.0,0,8,8.4
214,0,Keith,Dunlap,1985,Bachelors,Computer Science,113521.6,2013-04-05,66,350.0,17.0,995.0,1689.0,96.0,446.0,3,4.0,9,3.0,5.29,4,155.0,0,8,38.1
215,1584,Michele,Anderson,1977,Bachelors,Computer Science,66308.8,2014-01-04,79,251.0,12.0,307.0,521.0,29.0,137.0,8,1.0,5,20.0,9.5,1,307.0,0,6,15.0
216,7264,Thomas,Barnes,1978,High School,Computer Science,10439.0,2014-12-05,2,18.0,0.0,7.0,12.0,0.0,3.0,1,0.0,2,20.0,8.75,2,527.0,0,9,0.7
217,6274,Douglas,Clark,1948,Masters,Computer Science,150822.0,2013-11-15,81,1577.0,27.0,749.0,1271.0,72.0,335.0,8,11.0,6,8.0,8.65,2,178.0,0,7,34.0
218,1377,Lauren,Abbott,1954,Masters,Computer Science,80191.8,2013-08-31,24,267.0,7.0,59.0,101.0,6.0,26.0,4,1.0,5,18.0,9.9,3,406.0,0,6,5.7
219,454,Rebecca,Black,1980,Bachelors,Computer Science,111212.8,2012-11-14,48,1208.0,54.0,291.0,494.0,28.0,130.0,11,4.0,11,15.0,6.1,4,314.0,0,8,19.9
220,1755,Lydia,Garcia,1988,High School,Pre-Med,9040.800000000001,2014-11-04,93,44.0,19.0,30.0,70.0,4.0,21.0,1,1.0,4,8.0,5.62,3,504.0,0,5,3.7
221,2075,Robert,Ramirez,1969,Bachelors,Computer Science,115936.0,2013-11-14,56,552.0,17.0,970.0,1646.0,93.0,435.0,3,6.0,7,3.0,4.23,3,297.0,0,9,27.5
222,4785,Jason,Hill,1970,PhD,Computer Science,155244.0,2014-04-14,3,762.0,12.0,277.0,470.0,26.0,124.0,6,3.0,11,8.0,5.35,4,308.0,0,6,12.1
223,9076,Karen,Brooks,1980,PhD,Computer Science,61464.0,2013-05-01,44,227.0,2.0,45.0,76.0,4.0,19.0,4,1.0,4,20.0,6.66,2,517.0,0,9,3.6
224,7079,Margaret,Harris,1962,Bachelors,Computer Science,102219.20000000001,2012-08-09,38,1315.0,39.0,372.0,631.0,35.0,166.0,9,7.0,12,15.0,6.43,1,389.0,0,5,13.7
225,4653,Jennifer,Wilson,1978,Bachelors,Computer Science,67217.6,2013-03-26,46,192.0,0.0,29.0,49.0,3.0,13.0,3,1.0,4,20.0,5.65,1,377.0,0,6,3.6
226,7375,Kimberly,Perez,1976,Bachelors,Computer Science,82190.40000000001,2012-10-25,84,435.0,12.0,142.0,241.0,13.0,63.0,8,2.0,4,20.0,8.24,4,435.0,0,5,12.8
227,709,Daniel,Brown,1952,Bachelors,Computer Science,82459.20000000001,2012-09-12,27,1153.0,34.0,366.0,622.0,35.0,164.0,2,2.0,11,20.0,8.03,4,242.0,0,6,21.5
228,460,Brooke,Smith,1972,PhD,Marketing,159860.0,2012-08-08,72,1016.0,118.0,648.0,2169.0,79.0,380.0,3,5.0,8,5.0,5.25,4,169.0,0,9,37.7
229,3726,Sarah,Moore,1986,PhD,Marketing,68640.0,2014-02-16,66,5.0,1.0,8.0,26.0,1.0,4.0,1,0.0,2,21.0,5.24,2,349.0,0,9,0.5
230,6798,Kristen,Powers,1966,Bachelors,Pre-Med,59312.0,2013-03-20,30,337.0,12.0,162.0,384.0,23.0,122.0,5,1.0,8,19.0,6.18,2,299.0,0,5,9.8
231,5341,Greg,Lopez,1962,High School,Cyber Security,16395.0,2013-05-01,2,1741.0,91.0,173.0,505.0,46.0,181.0,6,5.0,4,21.0,7.82,3,339.0,0,5,25.7
232,1606,Sylvia,Garcia,1971,Bachelors,Computer Science,61744.0,2013-05-15,65,4.0,2.0,14.0,24.0,1.0,6.0,1,0.0,2,20.0,9.67,2,496.0,0,8,1.0
233,9617,Joanna,Shannon,1951,Bachelors,Computer Science,24052.800000000003,2014-04-16,37,0.0,7.0,9.0,15.0,0.0,3.0,1,0.0,3,8.0,6.33,2,346.0,0,5,0.5
234,3233,Cody,Smith,1965,PhD,Computer Science,125490.0,2013-03-23,89,824.0,35.0,833.0,1415.0,81.0,373.0,7,9.0,11,13.0,9.38,1,304.0,0,9,21.8
235,89,Billy,Rodriguez,1975,High School,Marketing,4442.400000000001,2013-09-12,49,6.0,12.0,18.0,59.0,2.0,10.0,2,0.0,4,16.0,5.85,4,578.0,0,7,3.0
236,2936,Amanda,Lester,1982,Masters,Computer Science,42589.8,2013-04-12,46,26.0,0.0,7.0,12.0,0.0,3.0,1,0.0,3,18.0,7.09,1,567.0,0,8,0.9
237,9449,James,Garcia,1958,PhD,Computer Science,159522.0,2013-04-10,32,608.0,8.0,223.0,378.0,21.0,100.0,5,2.0,11,8.0,7.35,4,451.0,0,6,10.8
238,7297,Alexandria,Dodson,1973,Bachelors,Finance,12000.0,2013-12-26,54,9.0,4.0,6.0,15.0,1.0,3.0,3,1.0,3,14.0,8.22,2,333.0,0,9,1.4
239,11004,Joseph,Davis,1893,High School,Pre-Med,12036.400000000001,2014-05-17,23,12.0,0.0,6.0,14.0,0.0,4.0,1,0.0,2,11.0,4.39,1,436.0,0,8,0.7
240,313,Joseph,Mcdaniel,1968,Bachelors,Computer Science,117528.0,2013-10-28,98,1320.0,103.0,1359.0,2308.0,131.0,608.0,6,6.0,10,8.0,7.62,2,186.0,0,8,56.7
241,9940,Joshua,Rush,1958,Bachelors,Marketing,103937.6,2012-12-23,97,490.0,156.0,242.0,809.0,29.0,142.0,6,4.0,4,8.0,7.53,2,348.0,0,9,22.8
242,10735,Elijah,Kim,1971,Bachelors,Pre-Med,36486.4,2013-07-31,75,20.0,2.0,8.0,20.0,0.0,5.0,2,0.0,2,25.0,6.12,3,358.0,0,7,1.0
243,9529,Michael,Avila,1990,Bachelors,Computer Science,117899.20000000001,2013-11-28,8,819.0,257.0,903.0,1534.0,86.0,404.0,3,10.0,9,5.0,6.64,3,246.0,0,6,38.2
244,6439,Richard,Hart,1958,Bachelors,Computer Science,97718.40000000001,2012-08-17,37,1156.0,0.0,239.0,406.0,22.0,106.0,11,6.0,8,18.0,9.38,2,231.0,0,6,23.5
245,7411,Tony,Paul,1964,PhD,Cyber Security,63372.0,2014-05-06,31,19.0,0.0,5.0,14.0,0.0,4.0,1,0.0,3,18.0,5.36,2,561.0,0,6,0.0
246,2176,Jacqueline,White,1972,Bachelors,Cyber Security,128214.40000000001,2013-05-20,40,2158.0,19.0,256.0,747.0,68.0,267.0,5,5.0,6,18.0,9.48,4,210.0,0,6,22.0
247,9265,Cynthia,Nguyen,1953,Bachelors,Cyber Security,120043.20000000001,2013-09-01,74,1639.0,77.0,169.0,491.0,44.0,175.0,9,7.0,6,15.0,6.49,3,338.0,0,8,18.3
248,8867,Laura,Walker,1988,PhD,Computer Science,135092.0,2012-08-31,90,1266.0,225.0,1379.0,2342.0,133.0,618.0,4,11.0,5,8.0,5.25,4,101.0,0,7,57.5
249,8932,Ann,Martin,1969,Masters,Cyber Security,117316.8,2012-10-29,57,1701.0,34.0,172.0,502.0,44.0,179.0,9,11.0,6,18.0,9.87,4,361.0,0,9,19.2
250,10236,Kelly,Sweeney,1975,Masters,Cyber Security,56088.0,2013-09-16,59,28.0,4.0,24.0,69.0,6.0,24.0,2,0.0,3,24.0,7.24,2,521.0,0,7,2.7
251,6340,Mary,Heath,1985,Bachelors,Computer Science,47900.8,2013-10-27,52,4.0,5.0,13.0,21.0,0.0,5.0,1,0.0,3,15.0,5.21,1,533.0,0,5,0.6
252,10089,Lisa,Castro,1974,Bachelors,Computer Science,164307.2,2013-05-04,5,246.0,249.0,797.0,1354.0,76.0,357.0,6,10.0,13,5.0,7.12,4,337.0,0,7,38.5
253,2227,Anthony,Simmons,1958,High School,Computer Science,5298.0,2012-09-22,92,66.0,79.0,93.0,159.0,8.0,42.0,3,1.0,5,15.0,8.9,3,543.0,0,8,3.5
254,10992,Taylor,Jackson,1967,Bachelors,Computer Science,121123.20000000001,2012-08-29,77,953.0,47.0,634.0,1076.0,61.0,283.0,4,7.0,11,20.0,4.03,3,325.0,0,7,29.4
255,5304,William,Richmond,1974,PhD,Computer Science,61798.0,2012-10-13,35,35.0,0.0,14.0,24.0,1.0,6.0,1,0.0,3,15.0,8.13,1,348.0,0,9,0.9
256,309,Phillip,Acosta,1961,PhD,Computer Science,126684.0,2012-10-16,48,1345.0,35.0,212.0,360.0,19.0,95.0,8,3.0,5,15.0,7.94,3,372.0,0,8,15.2
257,3406,Timothy,Miller,1964,Bachelors,Cyber Security,73582.40000000001,2012-10-22,97,244.0,39.0,82.0,239.0,20.0,85.0,3,4.0,7,9.0,9.82,3,458.0,0,6,6.4
258,2661,Rebecca,Burton,1964,Bachelors,Law,29921.600000000002,2013-04-06,95,9.0,2.0,1.0,4.0,0.0,1.0,2,0.0,4,5.0,7.56,2,545.0,0,7,0.9
259,3153,Suzanne,Campbell,1957,PhD,Finance,81474.0,2013-08-12,24,19.0,0.0,2.0,6.0,0.0,1.0,1,0.0,2,16.0,9.87,4,525.0,0,6,0.8
260,10264,Theodore,Jenkins,1979,Bachelors,Computer Science,24459.2,2012-10-10,60,1.0,3.0,14.0,24.0,1.0,6.0,1,1.0,2,18.0,9.3,4,522.0,0,7,1.6
261,1184,Teresa,Chung,1968,PhD,Computer Science,139348.0,2013-05-22,46,812.0,69.0,386.0,656.0,36.0,172.0,10,2.0,10,13.0,4.54,1,402.0,0,9,13.6
262,4200,Peter,Nelson,1970,Masters,Computer Science,79486.2,2014-06-17,85,245.0,3.0,111.0,189.0,10.0,50.0,4,1.0,6,13.0,7.72,4,537.0,0,9,6.6
263,9396,Sergio,Brown,1978,PhD,Computer Science,75434.0,2012-11-23,31,13.0,0.0,11.0,18.0,0.0,5.0,1,0.0,2,23.0,5.44,4,443.0,0,7,0.7
264,2387,Antonio,Gonzalez,1952,Masters,Computer Science,78796.8,2013-03-02,9,259.0,3.0,127.0,216.0,11.0,56.0,5,2.0,4,20.0,9.44,1,288.0,0,6,4.3
265,6690,Lauren,Larson,1966,Masters,Computer Science,68722.2,2013-03-14,30,56.0,7.0,40.0,67.0,3.0,18.0,3,1.0,3,18.0,9.95,4,396.0,0,9,2.6
266,1225,Jonathan,Velasquez,1963,Bachelors,Computer Science,128198.40000000001,2014-06-26,47,708.0,141.0,715.0,1213.0,68.0,320.0,3,8.0,8,3.0,6.45,2,223.0,0,8,49.8
267,9703,Christopher,Oconnor,1970,PhD,Computer Science,76194.0,2012-10-15,70,113.0,3.0,63.0,107.0,6.0,27.0,3,2.0,2,18.0,7.72,4,290.0,0,6,5.0
268,291,Stephanie,Williams,1970,Bachelors,Cyber Security,116704.0,2013-06-19,13,322.0,89.0,281.0,818.0,74.0,293.0,3,5.0,6,3.0,8.43,1,285.0,0,7,20.4
269,4557,Jason,Hill,1970,Bachelors,Pre-Med,35312.0,2013-04-10,11,15.0,12.0,22.0,53.0,3.0,16.0,2,3.0,2,17.0,9.65,3,461.0,0,5,2.7
270,2379,Jesse,Nelson,1953,Bachelors,Pre-Med,110827.20000000001,2012-09-22,31,1135.0,76.0,591.0,1397.0,84.0,445.0,3,6.0,5,19.0,4.0,3,269.0,0,9,36.0
271,5726,Anna,Lewis,1983,Masters,Computer Science,57218.4,2014-03-20,15,23.0,12.0,41.0,70.0,3.0,18.0,3,0.0,4,13.0,6.35,2,563.0,1,6,1.6
272,3066,Annette,Gonzalez,1975,PhD,Computer Science,123810.0,2014-04-02,2,245.0,0.0,77.0,131.0,7.0,34.0,4,2.0,4,13.0,8.29,2,428.0,0,5,4.6
273,6336,Brad,Carr,1960,Bachelors,Computer Science,46904.0,2014-06-04,55,19.0,3.0,25.0,43.0,1.0,11.0,2,0.0,4,15.0,5.29,4,575.0,0,8,1.1
274,10967,Eric,Carr,1963,Bachelors,Computer Science,53404.8,2013-06-02,38,48.0,10.0,72.0,122.0,7.0,32.0,2,0.0,4,18.0,7.6,4,467.0,0,8,2.1
275,2304,Connie,Gilmore,1963,PhD,Computer Science,132626.0,2013-09-16,86,916.0,12.0,178.0,302.0,17.0,79.0,6,3.0,12,10.0,5.02,4,462.0,0,7,11.9
276,3445,Maria,Lewis,1956,Bachelors,Finance,97142.40000000001,2013-01-17,56,374.0,211.0,136.0,335.0,21.0,58.0,7,3.0,10,10.0,4.79,1,365.0,0,6,29.3
277,7828,Carol,Valentine,1981,Masters,Computer Science,140187.6,2014-04-30,29,100.0,217.0,711.0,1207.0,68.0,319.0,3,3.0,5,3.0,6.22,3,296.0,0,8,28.2
278,3762,Crystal,Garcia,1986,PhD,Computer Science,139734.0,2013-02-04,30,287.0,0.0,919.0,1561.0,89.0,412.0,3,6.0,8,3.0,5.33,3,257.0,0,5,21.1
279,4391,Jamie,Moore,1968,Masters,Computer Science,114913.8,2013-04-21,64,931.0,25.0,180.0,305.0,17.0,80.0,9,3.0,9,15.0,5.97,4,422.0,0,5,12.0
280,4669,Patricia,Brown,1981,In-College,Computer Science,31824.0,2013-11-02,46,176.0,32.0,81.0,27.0,11.0,6.0,3,0.0,4,18.0,4.21,1,546.0,0,5,3.5
281,10144,Edwin,Wright,1976,Bachelors,Computer Science,82190.40000000001,2012-10-25,84,435.0,12.0,142.0,241.0,13.0,63.0,8,2.0,4,20.0,7.78,2,455.0,0,7,11.8
282,8652,Bethany,Cummings,1946,Bachelors,Computer Science,60416.0,2012-08-31,20,123.0,8.0,68.0,116.0,6.0,31.0,4,1.0,6,18.0,7.93,4,291.0,0,8,7.6
283,1672,Justin,Thompson,1974,PhD,Computer Science,131280.0,2014-01-03,74,299.0,12.0,268.0,454.0,25.0,119.0,5,1.0,8,5.0,5.58,1,284.0,0,8,10.2
284,8962,Ann,Anderson,1975,Masters,Computer Science,79774.2,2014-04-17,18,38.0,0.0,14.0,24.0,1.0,6.0,2,0.0,3,13.0,5.43,4,578.0,0,6,0.5
285,9974,Thomas,Hoover,1974,Bachelors,Computer Science,49009.600000000006,2013-12-07,75,22.0,10.0,36.0,61.0,3.0,16.0,3,1.0,2,18.0,9.71,2,307.0,0,8,2.3
286,10983,Anthony,Montgomery,1952,Bachelors,Computer Science,120444.8,2013-01-29,17,446.0,165.0,413.0,701.0,39.0,185.0,6,3.0,13,8.0,9.1,4,350.0,0,9,23.4
287,8148,Andrew,Proctor,1956,Masters,Finance,91616.40000000001,2013-08-01,88,494.0,37.0,147.0,362.0,23.0,62.0,6,2.0,12,10.0,4.22,4,330.0,0,6,21.2
288,10102,Antonio,Cummings,1966,Bachelors,Computer Science,127913.6,2014-12-05,19,579.0,308.0,1014.0,1723.0,97.0,454.0,5,12.0,5,8.0,7.44,4,188.0,0,7,49.0
289,4697,William,Juarez,1949,Masters,Computer Science,63748.8,2013-06-13,62,363.0,5.0,145.0,247.0,14.0,64.0,7,1.0,5,20.0,8.01,1,338.0,0,8,8.8
290,9262,Bailey,Stevenson,1984,High School,Computer Science,6482.8,2013-04-07,11,29.0,10.0,9.0,15.0,0.0,3.0,1,0.0,3,18.0,8.75,3,522.0,0,8,1.0
291,7254,Jessica,Fernandez,1969,Bachelors,Pre-Med,61377.600000000006,2013-12-27,74,57.0,0.0,66.0,157.0,9.0,50.0,3,1.0,3,19.0,7.13,2,321.0,0,6,3.6
